1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	2	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	22	22	1	2	2	2	1	1	2	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	22	21	2	4	4	1	1	22	1	1	22	1	1
1	1	1	1	1	32	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	23	22	5	4	4	1	1	23	1	1	4	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	4	42	22	5	5	1	3	23	41	1	1	1	1	1
1	1	1	1	32	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	41	42	23	51	5	1	4	42	4	1	1	1	1	1
1	1	1	1	32	1	1	1	1	1	1	1	1	1	1	1	1	1	31	4	4	4	41	23	23	51	5	4	42	42	4	4	1	1	1	1
1	1	1	1	32	1	1	1	42	42	42	41	1	1	1	4	4	4	31	4	4	4	42	23	23	51	4	41	23	41	4	4	1	1	1	1
1	1	1	1	32	1	1	42	23	23	41	41	4	1	1	4	4	41	31	4	4	42	42	42	23	51	4	42	43	4	4	4	4	1	1	1
1	1	1	1	1	1	1	23	23	52	41	41	1	1	4	41	4	41	4	5	5	42	1	42	23	51	5	52	42	51	4	4	4	1	1	1
1	1	1	1	32	1	32	23	23	52	41	4	1	1	1	31	4	41	1	51	5	41	1	5	42	51	5	52	41	52	4	4	4	1	1	1
1	1	1	1	1	32	23	23	52	5	41	1	4	1	1	1	4	5	41	42	52	4	1	5	23	51	5	52	1	42	4	1	1	1	1	1
1	1	1	1	1	32	23	23	52	5	41	31	1	4	4	4	4	5	4	42	42	1	1	5	52	5	5	42	1	43	4	1	1	1	1	1
1	1	1	1	1	51	23	53	52	5	31	31	1	1	31	3	4	5	41	43	42	1	1	5	52	1	1	1	1	43	4	1	1	1	1	1
1	1	1	1	1	5	52	53	52	5	31	1	1	3	31	3	4	5	41	53	42	1	1	1	52	1	1	1	42	42	4	1	1	1	1	1
1	1	1	1	1	5	52	53	51	3	31	1	1	31	3	3	4	4	51	52	3	1	1	1	52	1	1	1	42	42	3	1	1	1	1	1
1	1	1	1	1	5	52	52	31	3	1	31	1	32	3	3	4	51	53	32	1	1	3	32	52	1	1	4	41	42	4	1	1	1	1	1
1	1	1	3	1	5	53	52	31	3	1	1	1	52	31	31	41	51	3	1	1	1	1	1	32	1	1	4	1	42	4	1	1	1	1	1
1	1	1	3	3	5	52	52	3	3	1	1	1	5	52	51	51	51	1	1	1	1	1	32	32	1	1	1	42	42	3	1	1	1	1	1
1	1	1	3	3	5	52	32	3	3	1	31	1	5	52	52	51	51	1	1	1	1	1	1	32	1	1	1	1	42	1	4	1	1	1	1
1	1	1	1	5	5	52	32	3	3	31	1	1	1	1	53	53	52	1	1	1	3	1	1	1	1	1	1	1	42	1	1	1	1	1	1
1	1	1	1	5	5	52	32	3	1	31	1	1	1	5	52	32	32	1	1	1	32	1	1	32	1	1	1	1	43	1	1	1	1	1	1
1	1	1	1	5	5	52	31	1	1	41	1	1	1	52	32	1	3	1	1	1	1	1	1	32	1	1	1	1	42	1	1	1	1	1	1
1	1	1	1	1	5	52	51	1	31	4	1	1	52	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42	1	1	1	1	1	1
1	1	1	1	1	5	52	51	4	41	1	1	52	52	3	1	1	1	1	4	1	1	1	1	32	1	1	1	5	43	1	1	1	1	1	1
1	1	1	1	1	1	5	52	4	4	1	1	52	1	1	1	1	1	1	4	1	1	1	1	32	1	1	1	5	42	1	1	1	1	1	1
1	1	1	1	1	1	1	52	41	1	1	1	52	1	1	1	1	1	1	4	4	1	1	1	32	1	1	1	32	1	1	1	1	1	1	1
1	1	1	1	1	1	41	4	1	1	1	41	42	4	1	1	1	1	1	1	4	1	1	1	31	1	1	1	32	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	41	1	42	4	1	1	1	1	42	1	4	4	1	4	32	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	41	1	31	41	1	41	42	4	1	1	1	1	42	4	4	4	1	4	23	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	3	41	31	41	1	41	23	4	1	1	1	1	4	42	3	4	1	4	32	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	23	4	3	41	4	23	5	1	1	1	1	42	1	32	3	4	4	23	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	32	1	3	4	42	52	51	1	1	1	1	1	42	1	32	1	4	31	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	32	32	32	1	1	3	5	23	52	41	4	1	1	1	1	1	42	32	51	23	31	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	5	23	42	1	4	3	1	1	1	1	1	22	22	22	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1
